"Year","Geography","DGUID","Age_Group","Gender","Indicators","Number.of.persons","Low.95..confidence.interval..number.of.persons","High.95..confidence.interval..number.of.persons","Coefficient.of.variation.for.number.of.persons","Percent","Low.95..confidence.interval..percent","High.95..confidence.interval..percent","Coefficient.of.variation.for.percent"
2012,"Canada","2021A000011124","25-44 years","Men+","Eating disorder, current diagnosed condition",15917,6303,25531,308,0.3,0.1,0.5,308
2012,"Canada","2021A000011124","25-44 years","Women+","Any mood disorder, life",756901,663460,850343,63,16.4,14.4,18.4,63
2012,"Canada","2021A000011124","25-44 years","Women+","Major depressive episode, life",701050,608954,793146,67,15.2,13.2,17.2,67
2012,"Canada","2021A000011124","25-44 years","Women+","Bipolar disorder, life",139479,90408,188549,180,3,2,4.1,179
2012,"Canada","2021A000011124","25-44 years","Women+","Generalized anxiety disorder, life",504258,433540,574975,72,10.9,9.4,12.5,72
2012,"Canada","2021A000011124","25-44 years","Women+","Suicidal thoughts, life",652196,567599,736794,66,14.1,12.3,16,66
2012,"Canada","2021A000011124","25-44 years","Women+","Suicidal thoughts, 12 months",196462,138437,254487,151,4.3,3,5.5,151
2012,"Canada","2021A000011124","25-44 years","Women+","Schizophrenia or psychosis, ever received diagnosis",70300,44184,96416,190,1.5,1,2.1,190
2012,"Canada","2021A000011124","25-44 years","Women+","Eating disorder, current diagnosed condition",39293,16157,62428,300,0.8,0.3,1.3,300
2012,"Canada","2021A000011124","45-64 years","Total, gender of person","Any mood disorder, life",1340220,1227974,1452467,43,13.9,12.8,15.1,43
2012,"Canada","2021A000011124","45-64 years","Total, gender of person","Major depressive episode, life",1260064,1150277,1369851,45,13.1,11.9,14.2,44
2012,"Canada","2021A000011124","45-64 years","Total, gender of person","Bipolar disorder, life",210809,167452,254166,105,2.2,1.7,2.6,105
2012,"Canada","2021A000011124","45-64 years","Total, gender of person","Generalized anxiety disorder, life",1041541,938971,1144110,50,10.8,9.8,11.9,50
2012,"Canada","2021A000011124","45-64 years","Total, gender of person","Suicidal thoughts, life",1205224,1100328,1310121,44,12.5,11.4,13.6,44
2012,"Canada","2021A000011124","45-64 years","Total, gender of person","Suicidal thoughts, 12 months",273046,222345,323748,95,2.8,2.3,3.4,95
2012,"Canada","2021A000011124","45-64 years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",130839,97838,163839,129,1.4,1,1.7,129
2012,"Canada","2021A000011124","45-64 years","Total, gender of person","Eating disorder, current diagnosed condition",28182,12008,44356,293,0.3,0.1,0.5,293
2012,"Canada","2021A000011124","45-64 years","Men+","Any mood disorder, life",495086,423986,566185,73,10.4,8.9,11.9,73
2012,"Canada","2021A000011124","45-64 years","Men+","Major depressive episode, life",463016,392888,533143,77,9.7,8.2,11.1,77
2012,"Canada","2021A000011124","45-64 years","Men+","Bipolar disorder, life",84378,61862,106894,136,1.8,1.3,2.2,136
2012,"Canada","2021A000011124","45-64 years","Men+","Generalized anxiety disorder, life",330288,279382,381194,79,6.9,5.9,8,79
2012,"Canada","2021A000011124","45-64 years","Men+","Suicidal thoughts, life",507553,442517,572588,65,10.6,9.3,12,65
2012,"Canada","2021A000011124","45-64 years","Men+","Suicidal thoughts, 12 months",148625,106098,191152,146,3.1,2.2,4,146
2012,"Canada","2021A000011124","45-64 years","Men+","Schizophrenia or psychosis, ever received diagnosis",63138,42268,84007,169,1.3,0.9,1.7,169
2012,"Canada","2021A000011124","45-64 years","Women+","Any mood disorder, life",845135,760043,930226,51,17.4,15.7,19.2,51
2012,"Canada","2021A000011124","45-64 years","Women+","Major depressive episode, life",797048,714689,879407,53,16.4,14.7,18.1,53
2012,"Canada","2021A000011124","45-64 years","Women+","Bipolar disorder, life",126431,87586,165275,157,2.6,1.8,3.4,157
2012,"Canada","2021A000011124","45-64 years","Women+","Generalized anxiety disorder, life",711253,619598,802907,66,14.7,12.8,16.6,66
2012,"Canada","2021A000011124","45-64 years","Women+","Suicidal thoughts, life",697672,615978,779366,60,14.3,12.6,16,60
2012,"Canada","2021A000011124","45-64 years","Women+","Suicidal thoughts, 12 months",124421,97072,151770,112,2.5,2,3.1,112
2012,"Canada","2021A000011124","45-64 years","Women+","Schizophrenia or psychosis, ever received diagnosis",67701,42321,93080,191,1.4,0.9,1.9,191
2012,"Canada","2021A000011124","65+ years","Total, gender of person","Any mood disorder, life",357949,312267,403631,65,7.5,6.5,8.4,65
2012,"Canada","2021A000011124","65+ years","Total, gender of person","Major depressive episode, life",345303,300170,390436,67,7.2,6.2,8.1,67
2012,"Canada","2021A000011124","65+ years","Total, gender of person","Bipolar disorder, life",32091,19153,45029,206,0.7,0.4,0.9,206
2012,"Canada","2021A000011124","65+ years","Total, gender of person","Generalized anxiety disorder, life",307558,266669,348447,68,6.4,5.5,7.2,68
2012,"Canada","2021A000011124","65+ years","Total, gender of person","Suicidal thoughts, life",308492,270971,346012,62,6.4,5.6,7.1,62
2012,"Canada","2021A000011124","65+ years","Total, gender of person","Suicidal thoughts, 12 months",64935,47172,82699,140,1.3,1,1.7,139
2012,"Canada","2021A000011124","65+ years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",35690,24201,47179,164,0.7,0.5,1,164
2012,"Canada","2021A000011124","65+ years","Men+","Any mood disorder, life",121964,91806,152122,126,5.6,4.2,7,126
2012,"Canada","2021A000011124","65+ years","Men+","Major depressive episode, life",117332,87130,147534,131,5.3,4,6.7,131
2012,"Canada","2021A000011124","65+ years","Men+","Bipolar disorder, life",12741,5161,20321,304,0.6,0.2,0.9,304
2012,"Canada","2021A000011124","65+ years","Men+","Generalized anxiety disorder, life",107290,80328,134251,128,4.9,3.7,6.1,128
2012,"Canada","2021A000011124","65+ years","Men+","Suicidal thoughts, life",125122,101805,148438,95,5.7,4.6,6.7,95
2012,"Canada","2021A000011124","65+ years","Men+","Suicidal thoughts, 12 months",33286,22190,44382,170,1.5,1,2,170
2012,"Canada","2021A000011124","65+ years","Men+","Schizophrenia or psychosis, ever received diagnosis",19684,10432,28936,240,0.9,0.5,1.3,240
2012,"Canada","2021A000011124","65+ years","Women+","Any mood disorder, life",235986,201983,269988,74,9,7.7,10.3,74
2012,"Canada","2021A000011124","65+ years","Women+","Major depressive episode, life",227971,194528,261415,75,8.7,7.4,10,75
2012,"Canada","2021A000011124","65+ years","Women+","Bipolar disorder, life",19350,8667,30033,282,0.7,0.3,1.1,282
2012,"Canada","2021A000011124","65+ years","Women+","Generalized anxiety disorder, life",200269,168266,232272,82,7.6,6.4,8.9,82
2012,"Canada","2021A000011124","65+ years","Women+","Suicidal thoughts, life",183370,153823,212917,82,6.9,5.8,8.1,82
2012,"Canada","2021A000011124","65+ years","Women+","Suicidal thoughts, 12 months",31649,16677,46622,241,1.2,0.6,1.8,241
2012,"Canada","2021A000011124","65+ years","Women+","Schizophrenia or psychosis, ever received diagnosis",16006,8261,23751,247,0.6,0.3,0.9,247
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Total, gender of person","Any mood disorder, life",246257,220946,271568,52,12.7,11.4,14,52
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Total, gender of person","Major depressive episode, life",217193,193452,240933,56,11.2,10,12.4,56
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Total, gender of person","Bipolar disorder, life",59889,45472,74305,123,3.1,2.3,3.8,123
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Total, gender of person","Generalized anxiety disorder, life",192089,169219,214959,61,9.9,8.7,11.1,61
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Total, gender of person","Suicidal thoughts, life",227028,202888,251168,54,11.7,10.4,12.9,54
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Total, gender of person","Suicidal thoughts, 12 months",62968,51265,74671,95,3.2,2.6,3.8,95
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",21710,14779,28641,163,1.1,0.8,1.5,163
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Total, gender of person","Eating disorder, current diagnosed condition",4448,1675,7221,318,0.2,0.1,0.4,318
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Men+","Any mood disorder, life",93079,76300,109857,92,9.9,8.1,11.7,92
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Men+","Major depressive episode, life",78451,62771,94130,102,8.4,6.7,10,102
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Men+","Bipolar disorder, life",31502,20503,42501,178,3.4,2.2,4.5,178
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Men+","Generalized anxiety disorder, life",70678,55833,85523,107,7.6,6,9.1,107
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Men+","Suicidal thoughts, life",104727,88039,121415,81,11.2,9.4,12.9,81
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Men+","Suicidal thoughts, 12 months",32440,23134,41747,146,3.5,2.5,4.5,146
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Men+","Schizophrenia or psychosis, ever received diagnosis",11167,7116,15218,185,1.2,0.8,1.6,185
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Women+","Any mood disorder, life",153178,133987,172369,64,15.3,13.4,17.2,64
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Women+","Major depressive episode, life",138742,119881,157603,69,13.8,11.9,15.7,69
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Women+","Bipolar disorder, life",28386,18901,37872,171,2.8,1.9,3.8,170
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Women+","Generalized anxiety disorder, life",121411,104837,137985,70,12.1,10.4,13.7,70
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Women+","Suicidal thoughts, life",122301,105111,139490,72,12.2,10.4,13.9,72
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Women+","Suicidal thoughts, 12 months",30528,22428,38627,135,3,2.2,3.8,135
2012,"Atlantic Provinces","2021A00011","Total 15++ Years","Women+","Schizophrenia or psychosis, ever received diagnosis",10543,4664,16421,285,1,0.5,1.6,285
2012,"Atlantic Provinces","2021A00011","15-24 Years","Total, gender of person","Any mood disorder, life",33990,26079,41901,119,11.8,9.1,14.6,119
2012,"Atlantic Provinces","2021A00011","15-24 Years","Total, gender of person","Major depressive episode, life",25921,19251,32591,131,9,6.7,11.4,131
2012,"Atlantic Provinces","2021A00011","15-24 Years","Total, gender of person","Bipolar disorder, life",13340,7860,18820,210,4.7,2.8,6.6,210
2012,"Atlantic Provinces","2021A00011","15-24 Years","Total, gender of person","Generalized anxiety disorder, life",26716,18399,35033,159,9.3,6.4,12.2,159
2012,"Atlantic Provinces","2021A00011","15-24 Years","Total, gender of person","Suicidal thoughts, life",41867,33128,50606,107,14.6,11.6,17.6,107
2012,"Atlantic Provinces","2021A00011","15-24 Years","Total, gender of person","Suicidal thoughts, 12 months",20887,13702,28073,176,7.3,4.8,9.8,176
2012,"Atlantic Provinces","2021A00011","15-24 Years","Men+","Any mood disorder, life",15369,9601,21138,192,10.5,6.6,14.5,192
2012,"Atlantic Provinces","2021A00011","15-24 Years","Men+","Major depressive episode, life",11893,7002,16784,210,8.1,4.8,11.5,210
2012,"Atlantic Provinces","2021A00011","15-24 Years","Men+","Generalized anxiety disorder, life",12196,5771,18621,269,8.4,4,12.8,269
2012,"Atlantic Provinces","2021A00011","15-24 Years","Men+","Suicidal thoughts, life",19728,12570,26886,185,13.5,8.6,18.4,185
2012,"Atlantic Provinces","2021A00011","15-24 Years","Men+","Suicidal thoughts, 12 months",9905,3765,16045,316,6.8,2.6,11,316
2012,"Atlantic Provinces","2021A00011","15-24 Years","Women+","Any mood disorder, life",18621,13560,23681,139,13.2,9.6,16.8,138
2012,"Atlantic Provinces","2021A00011","15-24 Years","Women+","Major depressive episode, life",14028,9884,18172,151,9.9,7,12.9,150
2012,"Atlantic Provinces","2021A00011","15-24 Years","Women+","Bipolar disorder, life",7212,3500,10925,263,5.1,2.5,7.7,263
2012,"Atlantic Provinces","2021A00011","15-24 Years","Women+","Generalized anxiety disorder, life",14520,9381,19659,181,10.3,6.6,13.9,181
2012,"Atlantic Provinces","2021A00011","15-24 Years","Women+","Suicidal thoughts, life",22139,16864,27414,122,15.7,12,19.5,121
2012,"Atlantic Provinces","2021A00011","15-24 Years","Women+","Suicidal thoughts, 12 months",10982,7079,14885,181,7.8,5,10.6,181
2012,"Atlantic Provinces","2021A00011","25-44 years","Total, gender of person","Any mood disorder, life",86347,71439,101255,88,15.4,12.8,18.1,88
2012,"Atlantic Provinces","2021A00011","25-44 years","Total, gender of person","Major depressive episode, life",76567,62311,90822,95,13.7,11.1,16.2,95
2012,"Atlantic Provinces","2021A00011","25-44 years","Total, gender of person","Bipolar disorder, life",23211,14662,31759,188,4.1,2.6,5.7,188
2012,"Atlantic Provinces","2021A00011","25-44 years","Total, gender of person","Generalized anxiety disorder, life",63467,50543,76392,104,11.3,9,13.6,104
2012,"Atlantic Provinces","2021A00011","25-44 years","Total, gender of person","Suicidal thoughts, life",88075,73312,102838,86,15.7,13.1,18.3,86
2012,"Atlantic Provinces","2021A00011","25-44 years","Total, gender of person","Suicidal thoughts, 12 months",22511,14948,30073,171,4,2.7,5.4,171
2012,"Atlantic Provinces","2021A00011","25-44 years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",5448,2633,8263,264,1,0.5,1.5,264
2012,"Atlantic Provinces","2021A00011","25-44 years","Men+","Any mood disorder, life",34369,23820,44918,157,12.8,8.9,16.7,157
2012,"Atlantic Provinces","2021A00011","25-44 years","Men+","Major depressive episode, life",29183,18898,39469,180,10.8,7,14.6,180
2012,"Atlantic Provinces","2021A00011","25-44 years","Men+","Bipolar disorder, life",16361,8531,24190,244,6.1,3.2,9,244
2012,"Atlantic Provinces","2021A00011","25-44 years","Men+","Generalized anxiety disorder, life",27244,18032,36456,173,10.1,6.7,13.5,173
2012,"Atlantic Provinces","2021A00011","25-44 years","Men+","Suicidal thoughts, life",39416,28836,49996,137,14.6,10.7,18.6,137
2012,"Atlantic Provinces","2021A00011","25-44 years","Men+","Suicidal thoughts, 12 months",9696,5266,14126,233,3.6,2,5.2,233
2012,"Atlantic Provinces","2021A00011","25-44 years","Women+","Any mood disorder, life",51978,41900,62056,99,17.9,14.4,21.4,99
2012,"Atlantic Provinces","2021A00011","25-44 years","Women+","Major depressive episode, life",47383,37727,57040,104,16.3,13,19.6,104
2012,"Atlantic Provinces","2021A00011","25-44 years","Women+","Bipolar disorder, life",6850,3283,10417,266,2.4,1.1,3.6,266
2012,"Atlantic Provinces","2021A00011","25-44 years","Women+","Generalized anxiety disorder, life",36223,27009,45437,130,12.5,9.3,15.7,130
2012,"Atlantic Provinces","2021A00011","25-44 years","Women+","Suicidal thoughts, life",48659,38002,59315,112,16.7,13,20.4,112
2012,"Atlantic Provinces","2021A00011","25-44 years","Women+","Suicidal thoughts, 12 months",12814,6737,18892,242,4.4,2.3,6.5,242
2012,"Atlantic Provinces","2021A00011","45-64 years","Total, gender of person","Any mood disorder, life",100418,83427,117410,86,14,11.6,16.3,86
2012,"Atlantic Provinces","2021A00011","45-64 years","Total, gender of person","Major depressive episode, life",89350,73095,105606,93,12.4,10.1,14.7,93
2012,"Atlantic Provinces","2021A00011","45-64 years","Total, gender of person","Bipolar disorder, life",20435,11247,29622,229,2.8,1.6,4.1,229
2012,"Atlantic Provinces","2021A00011","45-64 years","Total, gender of person","Generalized anxiety disorder, life",79659,65113,94205,93,11.1,9.1,13.1,93
2012,"Atlantic Provinces","2021A00011","45-64 years","Total, gender of person","Suicidal thoughts, life",80062,65092,95032,95,11.1,9,13.2,96
2012,"Atlantic Provinces","2021A00011","45-64 years","Total, gender of person","Suicidal thoughts, 12 months",14984,9546,20422,185,2.1,1.3,2.8,185
2012,"Atlantic Provinces","2021A00011","45-64 years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",10384,4467,16301,291,1.4,0.6,2.3,291
2012,"Atlantic Provinces","2021A00011","45-64 years","Men+","Any mood disorder, life",35738,25688,45788,144,10.2,7.3,13.1,144
2012,"Atlantic Provinces","2021A00011","45-64 years","Men+","Major depressive episode, life",29843,20754,38932,155,8.5,5.9,11.1,155
2012,"Atlantic Provinces","2021A00011","45-64 years","Men+","Bipolar disorder, life",8075,2870,13281,329,2.3,0.8,3.8,329
2012,"Atlantic Provinces","2021A00011","45-64 years","Men+","Generalized anxiety disorder, life",23500,15154,31845,181,6.8,4.4,9.1,181
2012,"Atlantic Provinces","2021A00011","45-64 years","Men+","Suicidal thoughts, life",37030,27022,47038,138,10.5,7.7,13.4,138
2012,"Atlantic Provinces","2021A00011","45-64 years","Men+","Suicidal thoughts, 12 months",9136,4071,14202,283,2.6,1.2,4,283
2012,"Atlantic Provinces","2021A00011","45-64 years","Men+","Schizophrenia or psychosis, ever received diagnosis",4709,1987,7430,295,1.3,0.6,2.1,295
2012,"Atlantic Provinces","2021A00011","45-64 years","Women+","Any mood disorder, life",64680,50908,78453,109,17.5,13.8,21.3,109
2012,"Atlantic Provinces","2021A00011","45-64 years","Women+","Major depressive episode, life",59507,45805,73209,118,16.1,12.4,19.8,118
